DocumentDate,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
2024-12-21,597404,1000180,Single Family,2024-12-01,635824,2.119413333333333,281872,1,9881,2878,0,1.4,4,7,1956,0,2,87508,206599,98102,True
2013-05-11,338625,1000181,Townhouse,2013-05-01,420657,1.40219,241497,1,6607,1697,0,2.2,6,10,2000,2007,2,231321,288774,98001,False
2015-08-19,401820,1000182,Townhouse,2015-08-01,451789,1.5059633333333333,266819,1,6760,1979,400,1.5,3,11,1989,2020,1,167407,461424,98002,True
2012-03-02,297269,1000183,Townhouse,2012-03-01,392571,1.30857,227170,1,10459,1487,0,1.8,4,10,1945,0,1,188431,308897,98104,False
2010-06-17,428358,1000184,Townhouse,2010-06-01,365969,1.2198966666666666,351142,2,5364,1197,400,1.8,3,9,1967,0,0,119628,273813,98104,False
2014-06-01,433429,1000185,Single Family,2014-06-01,398907,1.32969,325962,1,2871,2347,0,2.7,3,4,2011,1995,0,148902,339339,98102,False
2011-12-18,351856,1000186,Condo,2011-12-01,367921,1.2264033333333333,286900,1,7018,1081,0,2.2,3,4,1994,0,0,257967,361071,98003,False
2023-10-27,621323,1000187,Condo,2023-10-01,608754,2.02918,306194,1,6047,1768,0,3.8,4,6,1997,0,0,201971,263506,98002,False
2022-06-21,590050,1000188,Condo,2022-06-01,569653,1.8988433333333334,310741,1,4601,1303,0,1.4,3,8,1984,0,0,177033,340205,98102,False
2006-11-20,330628,1000189,Condo,2006-11-01,329203,1.0973433333333333,301298,1,6973,2539,0,3.9,3,10,2011,0,0,193010,273688,98001,False
2020-11-28,576568,1000190,Multiplex,2020-11-01,527110,1.7570333333333332,328148,1,8974,3541,600,1.7,6,11,1958,0,0,229352,357546,98102,False
2009-09-14,342259,1000191,Condo,2009-09-01,355283,1.1842766666666666,289002,1,7472,1058,600,3.3,3,9,1968,1996,0,226429,313575,98105,False
2021-01-07,535499,1000192,Multiplex,2021-01-01,564225,1.88075,284726,1,8420,617,0,2.0,4,4,1962,0,0,195498,338557,98103,True
2006-02-19,336833,1000193,Multiplex,2006-02-01,326925,1.08975,309091,1,12940,2000,0,1.4,3,4,1971,2009,0,265577,239265,98105,False
2015-10-24,468143,1000194,Townhouse,2015-10-01,462089,1.5402966666666666,303930,1,6471,2112,0,3.6,3,11,1949,0,1,258227,234297,98002,False
2024-08-14,635076,1000195,Multiplex,2024-08-01,645935,2.1531166666666666,294956,1,8335,2274,600,1.9,4,9,1988,0,1,224802,375639,98101,False
2008-11-05,402785,1000196,Single Family,2008-11-01,295339,0.9844633333333334,409141,2,5972,1742,0,3.0,5,5,2004,2006,0,203276,293648,98105,False
2009-11-03,337822,1000197,Multiplex,2009-11-01,374840,1.2494666666666667,270372,1,4960,1939,600,2.7,3,9,1968,0,1,239439,322802,98103,False
2020-10-18,513287,1000198,Townhouse,2020-10-01,570829,1.9027633333333334,269758,1,5745,2394,0,2.4,4,11,1998,0,2,218856,275488,98105,False
2010-05-02,377538,1000199,Multiplex,2010-05-01,355353,1.18451,318729,1,6063,2932,0,2.5,2,4,1984,0,0,263648,371898,98102,False
2023-04-17,587496,1000200,Single Family,2023-04-01,612477,2.04159,287763,3,8578,535,600,3.2,3,8,2006,0,1,253973,251375,98103,False
2014-11-06,441859,1000201,Single Family,2014-11-01,409176,1.36392,323962,1,14547,1804,0,1.3,3,5,1990,2005,2,138904,289151,98101,True
2007-02-11,299489,1000202,Single Family,2007-02-01,285512,0.9517066666666667,314686,1,5351,2271,0,3.0,1,11,1950,0,2,134842,362879,98102,False
2015-03-09,432066,1000203,Townhouse,2015-03-01,429298,1.4309933333333333,301934,1,6250,1365,0,3.7,3,11,2021,1992,0,157925,393837,98001,False
2010-12-21,421721,1000204,Townhouse,2010-12-01,354193,1.1806433333333333,357195,1,7310,3484,0,1.2,3,7,1945,0,1,258568,258099,98001,False
2021-10-06,549726,1000205,Condo,2021-10-01,554797,1.8493233333333334,297257,1,8687,1591,0,1.4,1,9,2006,0,0,105421,456774,98002,False
2017-07-20,456344,1000206,Townhouse,2017-07-01,461131,1.5371033333333333,296885,1,8290,2066,400,3.1,3,7,2001,2021,1,223685,325059,98004,False
2010-05-06,400116,1000207,Single Family,2010-05-01,350327,1.1677566666666668,342636,4,11352,2544,400,2.3,3,5,1944,2001,2,221752,216565,98105,False
2005-04-22,268468,1000208,Single Family,2005-04-01,299779,0.9992633333333333,268665,1,220,1626,0,2.2,4,5,1948,0,1,269758,329524,98103,False
2023-05-09,586956,1000209,Townhouse,2023-05-01,592340,1.9744666666666666,297273,1,339,622,600,1.4,5,5,1967,0,2,210820,269360,98102,False
2023-05-07,625041,1000210,Multiplex,2023-05-01,618615,2.06205,303116,1,6012,1757,0,2.5,4,6,2022,0,0,119407,334725,98001,False
2021-08-01,590046,1000211,Townhouse,2021-08-01,575527,1.9184233333333334,307568,1,10791,2923,0,1.4,3,9,2016,0,2,142438,296571,98101,False
2016-05-22,498450,1000212,Townhouse,2016-05-01,509443,1.6981433333333333,293526,2,2803,1830,0,2.4,5,11,1977,1996,1,129080,305941,98004,False
2017-02-28,457893,1000213,Single Family,2017-02-01,502823,1.6760766666666667,273193,1,-1522,1422,0,3.3,4,10,1982,1995,0,167723,227072,98101,False
2017-07-06,498189,1000214,Condo,2017-07-01,485171,1.6172366666666667,308049,1,9213,2840,0,1.8,3,8,1960,0,1,189025,379204,98105,False
2018-12-17,485538,1000215,Single Family,2018-12-01,487116,1.62372,299028,1,8230,1835,800,2.4,2,8,2001,2002,0,130073,207509,98003,False
2007-12-10,306310,1000216,Condo,2007-12-01,330354,1.10118,278165,1,4229,1691,0,4.0,4,11,1985,0,0,288239,211298,98004,False
2006-05-06,348096,1000217,Single Family,2006-05-01,318531,1.06177,327845,1,4543,2219,0,3.1,4,7,2009,0,2,120483,329388,98104,False
2013-09-30,394084,1000218,Townhouse,2013-09-01,400304,1.3343466666666666,295338,1,4590,2716,0,3.5,4,11,1977,0,0,280766,428227,98003,False
2018-02-24,507868,1000219,Single Family,2018-02-01,515196,1.71732,295732,1,7831,4005,400,2.2,4,7,1988,2017,1,271109,271792,98003,False
2017-02-17,484977,1000220,Single Family,2017-02-01,452347,1.5078233333333333,321640,2,5621,2761,600,3.3,4,10,2014,2000,0,253898,356077,98105,False
2009-03-24,318834,1000221,Single Family,2009-03-01,346069,1.1535633333333333,276390,1,8982,3027,0,1.1,6,7,2020,0,0,158374,385867,98101,False
2005-06-01,328982,1000222,Townhouse,2005-06-01,311117,1.0370566666666667,317226,3,-1063,1695,0,1.4,3,9,1978,0,2,220547,365174,98001,False
2020-04-30,557091,1000223,Townhouse,2020-04-01,534531,1.78177,312661,1,4929,1279,0,1.6,2,4,2010,2015,0,123357,275103,98103,False
2024-03-30,572466,1000224,Townhouse,2024-03-01,627919,2.0930633333333333,273506,1,4121,2149,0,2.2,4,7,1969,0,1,254654,212716,98103,False
2007-03-15,332802,1000225,Townhouse,2007-03-01,321724,1.0724133333333334,310329,1,6730,2185,0,3.5,3,5,1960,0,1,195560,123396,98102,False
2011-08-20,356406,1000226,Condo,2011-08-01,362883,1.20961,294645,1,5885,1237,0,2.0,4,7,1940,2020,1,175440,278972,98102,False
2008-10-21,370371,1000227,Condo,2008-10-01,360937,1.2031233333333333,307841,1,9893,1959,0,3.0,6,5,1971,2007,2,126575,394246,98003,False
2024-03-31,588692,1000228,Multiplex,2024-03-01,611693,2.0389766666666667,288719,1,1921,2419,0,3.1,4,6,1947,0,1,51349,210066,98003,False
2020-01-05,529588,1000229,Townhouse,2020-01-01,546646,1.8221533333333333,290638,1,7636,2388,0,2.8,4,4,2008,0,0,137687,356016,98105,False
2022-12-06,595230,1000230,Condo,2022-12-01,592643,1.9754766666666668,301309,1,9175,2503,600,2.1,3,4,1969,0,2,266767,223987,98001,False
2007-07-03,326110,1000231,Single Family,2007-07-01,305507,1.0183566666666666,320231,1,13069,2332,600,2.7,3,10,1947,0,0,175829,308485,98103,False
2019-03-21,542391,1000232,Townhouse,2019-03-01,520965,1.73655,312338,1,6054,1694,0,2.0,3,9,1958,2018,1,189840,356623,98103,False
2019-07-12,473950,1000233,Multiplex,2019-07-01,501310,1.6710333333333334,283626,1,8473,1688,0,1.3,4,11,1998,0,2,239333,247240,98104,False
2023-01-23,657302,1000234,Multiplex,2023-01-01,635565,2.11855,310260,1,2088,1140,0,4.0,4,9,1994,2009,1,308340,313638,98102,False
2009-01-01,366711,1000235,Multiplex,2009-01-01,328181,1.0939366666666666,335221,1,324,3527,0,1.4,4,8,1969,0,2,279500,266792,98104,False
2007-12-31,365271,1000236,Single Family,2007-12-01,311402,1.0380066666666667,351896,1,10034,2110,400,1.2,3,6,2018,0,1,141659,356411,98001,False
2007-01-11,350707,1000237,Condo,2007-01-01,299995,0.9999833333333333,350712,2,7483,1920,0,3.6,3,10,1975,0,2,83445,318825,98001,False
2021-04-19,561546,1000238,Single Family,2021-04-01,534740,1.7824666666666666,315038,1,11035,1356,600,1.9,4,9,1994,1997,2,341576,304520,98105,False
2009-08-23,312431,1000239,Townhouse,2009-08-01,382781,1.2759366666666667,244864,1,3379,4448,600,3.0,3,5,1983,0,0,336139,424667,98004,False
2019-01-30,502596,1000240,Multiplex,2019-01-01,530358,1.76786,284296,1,9059,1241,0,2.0,3,6,1966,0,0,211307,352984,98003,False
2017-05-19,527996,1000241,Single Family,2017-05-01,483115,1.6103833333333333,327869,1,13106,1756,0,2.2,4,4,2016,0,0,123770,244771,98102,False
2019-09-12,561066,1000242,Single Family,2019-09-01,506371,1.6879033333333333,332404,1,8759,2432,0,1.8,4,11,2017,0,1,257793,293130,98105,False
2011-01-31,361007,1000243,Condo,2011-01-01,397747,1.3258233333333334,272288,1,8329,2580,0,2.0,3,11,1993,0,0,193520,293928,98004,False
2013-05-21,326021,1000244,Condo,2013-05-01,394086,1.31362,248185,2,7525,2866,0,2.2,5,5,1987,0,0,193221,306425,98105,False
2017-04-13,473928,1000245,Multiplex,2017-04-01,496182,1.65394,286544,1,2787,3546,0,3.2,3,10,1969,0,0,253667,501960,98101,False
2016-01-12,453205,1000246,Single Family,2016-01-01,444385,1.4812833333333333,305954,1,11566,2504,600,2.5,6,10,1978,0,2,220062,329668,98103,False
2005-08-19,292506,1000247,Single Family,2005-08-01,287109,0.95703,305639,1,5667,1255,0,3.8,2,6,1952,0,1,128851,137127,98003,False
2005-08-26,315856,1000248,Condo,2005-08-01,315165,1.05055,300657,1,9013,1894,0,1.1,1,4,1955,0,0,180515,256576,98003,False
2022-03-01,610656,1000249,Single Family,2022-03-01,601646,2.0054866666666666,304492,1,2810,2346,400,2.5,5,9,1983,0,0,239669,145410,98003,False
2021-04-25,591603,1000250,Single Family,2021-04-01,573843,1.91281,309284,1,3961,3754,400,2.8,3,5,2010,0,0,230615,273616,98104,False
2021-10-23,575265,1000251,Single Family,2021-10-01,540900,1.803,319059,1,11805,981,0,3.8,4,5,1966,0,0,215720,141015,98102,False
2005-09-26,245976,1000252,Condo,2005-09-01,291065,0.9702166666666666,253526,2,6458,3062,600,1.1,4,4,1984,2006,0,256005,230272,98105,True
2022-04-03,574134,1000253,Multiplex,2022-04-01,587508,1.95836,293170,1,11859,2243,0,2.7,5,5,1974,0,2,178296,178342,98105,False
2005-02-12,369122,1000254,Townhouse,2005-02-01,283014,0.94338,391276,1,7265,2770,0,3.6,6,11,2018,0,2,210720,330732,98104,False
2009-05-01,362184,1000255,Multiplex,2009-05-01,378376,1.2612533333333333,287161,1,1974,2018,0,1.7,3,9,1967,0,0,-2534,300043,98001,False
2007-05-19,335514,1000256,Townhouse,2007-05-01,276441,0.92147,364107,1,10176,1426,0,3.6,4,9,1946,2009,0,173020,324236,98102,False
2009-03-05,361742,1000257,Single Family,2009-03-01,335382,1.11794,323579,1,5730,2700,600,1.1,2,9,2001,1994,0,245834,291635,98004,False
2006-06-24,324461,1000258,Multiplex,2006-06-01,301808,1.0060266666666666,322517,1,9596,2623,400,3.2,3,4,1990,0,0,176576,188456,98004,False
2016-07-14,390342,1000259,Townhouse,2016-07-01,404957,1.3498566666666667,289172,1,7575,2877,600,3.8,4,7,1985,0,0,172026,341081,98003,False
2016-02-25,454650,1000260,Condo,2016-02-01,433911,1.44637,314338,1,2870,2089,0,3.0,3,7,1959,0,0,137512,453777,98105,False
2012-09-11,393642,1000261,Condo,2012-09-01,407285,1.3576166666666667,289950,1,7992,1620,0,2.3,4,10,1977,2020,0,260201,332737,98002,False
2014-03-08,465438,1000262,Multiplex,2014-03-01,427599,1.42533,326547,2,14088,852,0,1.1,3,10,2000,2000,1,232907,265926,98001,False
2007-10-29,325910,1000263,Multiplex,2007-10-01,355942,1.1864733333333333,274688,1,8978,2755,0,3.8,4,11,1971,0,1,249524,185754,98003,False
2022-03-04,534974,1000264,Single Family,2022-03-01,615274,2.0509133333333334,260846,2,7327,2439,400,2.4,6,5,1965,2006,1,96427,227354,98004,False
2015-12-12,456975,1000265,Multiplex,2015-12-01,452734,1.5091133333333333,302810,3,10726,1327,400,1.1,2,9,1997,1996,0,190372,336243,98004,True
2009-05-02,326842,1000266,Single Family,2009-05-01,357222,1.19074,274486,1,8132,1669,0,3.1,4,5,1978,0,2,183193,385849,98102,True
2011-12-04,343092,1000267,Single Family,2011-12-01,380914,1.2697133333333332,270212,1,8128,1726,0,2.4,5,4,1959,0,2,183165,320869,98001,True
2021-08-06,536869,1000268,Condo,2021-08-01,508792,1.6959733333333333,316555,1,4225,913,0,1.4,3,5,2021,0,0,163038,363990,98001,False
2020-02-28,556558,1000269,Condo,2020-02-01,512391,1.70797,325859,1,8201,1445,0,1.6,2,8,1989,0,0,179233,356614,98002,False
2016-03-01,499599,1000270,Townhouse,2016-03-01,463849,1.5461633333333333,323121,1,10606,1192,0,1.2,4,7,2018,1992,1,250978,340522,98004,False
2020-05-26,554770,1000271,Condo,2020-05-01,552603,1.84201,301176,1,4991,1770,0,2.7,3,5,1991,0,0,85228,247322,98103,False
2020-01-12,559243,1000272,Condo,2020-01-01,546076,1.8202533333333333,307233,2,11773,1509,0,2.9,3,5,1961,2003,0,306637,313913,98102,False
2024-05-20,646246,1000273,Multiplex,2024-05-01,614205,2.04735,315649,1,7224,798,0,2.5,4,6,1992,2022,1,229030,232129,98105,False
2022-01-15,587409,1000274,Condo,2022-01-01,603118,2.0103933333333335,292186,1,4836,3718,0,3.5,3,11,2005,0,1,197460,301394,98103,False
2020-12-05,561190,1000275,Townhouse,2020-12-01,569931,1.89977,295398,1,10492,3102,0,3.6,5,5,1982,0,0,254410,326469,98101,False
2020-12-21,467719,1000276,Multiplex,2020-12-01,559042,1.8634733333333333,250993,3,6639,1476,400,2.8,4,8,2021,2001,1,112889,434302,98102,False
2018-12-28,502854,1000277,Townhouse,2018-12-01,519314,1.7310466666666666,290491,1,9778,2317,0,1.0,4,7,1962,1999,2,160117,195221,98105,False
2010-04-29,333648,1000278,Condo,2010-04-01,353811,1.17937,282903,4,6624,2433,800,3.1,1,6,2016,1996,0,192735,338520,98001,False
2013-10-24,445457,1000279,Townhouse,2013-10-01,432089,1.4402966666666666,309281,1,7320,3052,0,2.3,3,11,2003,0,1,281933,418498,98105,False
2017-08-25,475895,1000280,Multiplex,2017-08-01,483224,1.6107466666666668,295449,1,8980,1445,0,2.7,3,4,1948,0,0,197210,360707,98102,False
2022-03-31,585298,1000281,Single Family,2022-03-01,594601,1.9820033333333333,295306,1,8372,2973,0,2.9,5,10,1946,0,0,227003,366635,98004,False
2011-11-28,334443,1000282,Townhouse,2011-11-01,386904,1.28968,259322,1,1513,1661,0,2.1,3,4,1980,2020,1,164625,347015,98101,False
2022-09-19,614875,1000283,Townhouse,2022-09-01,581940,1.9398,316978,1,4136,1031,600,3.8,3,7,1993,0,0,229210,403866,98001,False
2008-03-18,356279,1000284,Multiplex,2008-03-01,320259,1.06753,333741,1,10288,2679,0,1.4,3,10,2004,2014,0,300634,213001,98103,False
2018-02-16,516230,1000285,Multiplex,2018-02-01,497879,1.6595966666666666,311057,1,7103,3132,600,3.0,3,4,1941,0,0,259731,189125,98104,False
2016-07-29,437445,1000286,Townhouse,2016-07-01,481571,1.6052366666666666,272511,1,5928,4170,600,1.0,3,11,1943,2021,1,195112,299493,98101,False
2020-05-23,517073,1000287,Condo,2020-05-01,531453,1.77151,291882,1,3424,1140,0,3.8,4,8,2017,0,1,240529,127107,98002,False
2023-07-22,614452,1000288,Townhouse,2023-07-01,625611,2.08537,294648,2,4260,2659,0,1.3,2,5,1971,0,0,234651,398451,98104,False
2024-06-19,611219,1000289,Multiplex,2024-06-01,646796,2.1559866666666667,283498,1,1434,1772,400,1.3,2,7,1941,0,1,230395,397657,98103,False
2021-01-02,574941,1000290,Single Family,2021-01-01,555915,1.85305,310267,1,7196,2726,0,2.0,3,10,2003,0,0,266717,265331,98105,False
2015-09-18,379245,1000291,Single Family,2015-09-01,471849,1.57283,241122,1,5704,923,400,2.1,4,6,1953,0,1,266268,270338,98004,False
2014-11-12,412367,1000292,Condo,2014-11-01,419882,1.3996066666666667,294630,1,4600,1089,0,1.6,4,5,1959,0,0,192370,294212,98105,False
2013-02-04,464473,1000293,Townhouse,2013-02-01,440761,1.4692033333333334,316139,1,7295,1479,0,2.8,3,4,1988,0,1,238512,304161,98004,True
2009-12-05,364142,1000294,Single Family,2009-12-01,359640,1.1988,303755,1,8591,2163,0,2.3,4,4,1947,0,2,177014,310173,98003,False
2021-11-10,566898,1000295,Townhouse,2021-11-01,561577,1.8719233333333334,302842,1,13779,1587,0,1.1,3,6,2002,1996,2,144615,344658,98003,True
2012-04-03,454336,1000296,Multiplex,2012-04-01,377023,1.2567433333333333,361518,1,2964,2627,600,2.0,5,8,1985,0,0,183830,286189,98002,False
2021-08-21,491815,1000297,Single Family,2021-08-01,560129,1.8670966666666666,263411,1,10978,2921,0,3.4,2,11,1960,0,2,195423,375455,98003,False
2023-05-07,583285,1000298,Condo,2023-05-01,603669,2.01223,289869,1,10419,2579,600,3.1,4,11,1971,2006,0,100305,335675,98104,False
2009-12-19,338922,1000299,Multiplex,2009-12-01,325791,1.08597,312091,1,5162,3395,0,3.2,5,6,1947,0,2,251619,251442,98104,True
2008-05-24,363209,1000300,Condo,2008-05-01,333106,1.1103533333333333,327111,1,8109,2432,0,3.1,4,7,1955,2018,0,33960,406809,98002,False
2009-09-25,377227,1000301,Multiplex,2009-09-01,334881,1.11627,337935,1,6127,1126,0,1.9,3,6,1979,0,0,362889,191339,98002,False
2018-11-14,473541,1000302,Single Family,2018-11-01,511241,1.7041366666666666,277877,1,8057,3190,0,1.3,3,4,1966,0,0,290112,292626,98002,False
2016-09-03,491774,1000303,Condo,2016-09-01,487961,1.6265366666666667,302344,1,12027,1615,0,1.8,4,8,1957,0,0,184339,377353,98103,False
2017-09-14,468210,1000304,Condo,2017-09-01,455771,1.5192366666666666,308187,3,9316,2828,0,3.5,2,8,1974,0,1,200565,242154,98102,False
2005-06-27,336349,1000305,Multiplex,2005-06-01,334246,1.1141533333333333,301887,1,9025,3358,600,3.9,4,9,1991,0,2,218178,324764,98001,False
2007-12-10,293500,1000306,Condo,2007-12-01,321908,1.0730266666666666,273525,1,6209,2465,0,2.5,4,6,1954,0,1,164650,343467,98002,False
2017-12-17,476610,1000307,Multiplex,2017-12-01,460809,1.53603,310286,1,3047,903,0,1.0,4,7,2002,0,1,211557,231158,98001,False
2023-09-05,593039,1000308,Multiplex,2023-09-01,622900,2.0763333333333334,285618,1,6874,1365,600,1.4,2,4,1992,0,1,191360,294201,98103,False
2023-12-11,639425,1000309,Multiplex,2023-12-01,598815,1.99605,320345,1,11119,3158,400,2.0,4,5,2020,0,0,194343,287479,98102,True
2020-07-25,524599,1000310,Multiplex,2020-07-01,538648,1.7954933333333334,292175,1,2918,1964,0,2.7,4,11,2005,0,0,210887,255860,98002,False
2022-04-17,583096,1000311,Single Family,2022-04-01,576284,1.9209466666666666,303546,1,4334,2163,0,1.2,4,11,1970,0,0,121188,484133,98002,False
2012-08-24,409983,1000312,Multiplex,2012-08-01,378444,1.26148,325001,1,7878,2707,600,3.8,1,11,2000,0,0,202374,238951,98002,False
2015-02-18,460431,1000313,Townhouse,2015-02-01,458553,1.52851,301228,1,4546,2657,0,2.1,1,8,2003,0,0,209806,380394,98104,False
2024-07-20,658663,1000314,Condo,2024-07-01,626328,2.08776,315487,1,5122,2323,0,3.7,3,11,1973,0,0,207730,268575,98103,False
2009-11-19,357291,1000315,Townhouse,2009-11-01,322224,1.07408,332648,1,6229,1933,0,3.3,2,6,1994,0,0,187050,213069,98001,False
2023-03-01,595197,1000316,Single Family,2023-03-01,618766,2.0625533333333332,288572,1,3403,1849,600,3.3,4,9,1998,0,0,268271,308225,98004,False
2020-07-17,529792,1000317,Townhouse,2020-07-01,516171,1.72057,307916,1,4577,2786,0,2.8,5,7,1942,0,2,178780,351927,98004,False
2020-01-16,541053,1000318,Condo,2020-01-01,517217,1.7240566666666666,313825,1,9610,2542,800,2.9,3,7,1956,0,0,213639,373640,98103,False
2015-02-28,451561,1000319,Townhouse,2015-02-01,467925,1.55975,289508,1,3577,1894,0,2.9,4,10,2017,0,1,277837,424981,98002,False
2018-03-26,495106,1000320,Single Family,2018-03-01,475595,1.5853166666666667,312307,1,2706,2965,400,2.9,1,11,2017,0,1,195237,535619,98004,False
2016-11-09,462412,1000321,Multiplex,2016-11-01,415507,1.3850233333333333,333865,1,5609,1996,0,2.7,3,4,1985,0,1,212867,320041,98001,False
2023-10-09,562227,1000322,Townhouse,2023-10-01,620202,2.06734,271956,1,9695,1418,0,4.0,1,8,1977,0,0,194216,246952,98004,False
2021-08-27,581915,1000323,Single Family,2021-08-01,555817,1.8527233333333333,314086,1,6909,1492,600,3.2,3,4,1974,0,0,274242,336229,98001,False
2015-09-13,449506,1000324,Single Family,2015-09-01,439720,1.4657333333333333,306676,1,6106,1317,0,3.3,5,11,1940,0,0,184536,278702,98002,False
2023-03-31,637801,1000325,Condo,2023-03-01,601454,2.004846666666667,318129,1,7633,1882,0,3.6,2,9,1968,2007,0,277001,374077,98002,True
2015-08-12,444078,1000326,Condo,2015-08-01,448706,1.4956866666666666,296905,1,2262,3086,0,1.6,4,5,1943,1995,0,193784,196226,98003,False
2021-10-05,509742,1000327,Townhouse,2021-10-01,546839,1.8227966666666666,279648,1,8984,1455,0,1.3,3,11,2000,0,1,148432,489466,98104,False
2009-09-09,340204,1000328,Multiplex,2009-09-01,380479,1.2682633333333333,268243,1,8650,2250,0,2.4,5,5,1956,0,1,240762,368483,98102,False
2008-07-09,331461,1000329,Single Family,2008-07-01,307934,1.0264466666666667,322920,1,6272,1574,400,2.5,2,5,1967,0,1,181719,165279,98102,False
2010-09-27,387282,1000330,Townhouse,2010-09-01,373893,1.24631,310742,1,10517,1891,0,3.5,3,7,1989,2009,0,237230,243277,98105,False
2021-09-25,499786,1000331,Single Family,2021-09-01,574736,1.9157866666666667,260877,1,4117,891,0,2.3,1,8,1947,0,0,36235,365286,98104,False
2005-02-13,301235,1000332,Single Family,2005-02-01,284806,0.9493533333333334,317305,1,10883,1923,0,2.7,3,11,1973,2021,2,200312,394107,98002,False
2011-10-12,395005,1000333,Multiplex,2011-10-01,359121,1.19707,329976,1,7963,1945,400,2.6,3,4,1998,0,0,172423,198220,98102,False
2012-08-18,374934,1000334,Multiplex,2012-08-01,415123,1.3837433333333333,270956,1,6490,2532,400,1.1,5,4,1957,0,1,136204,357042,98001,False
2015-10-29,446312,1000335,Townhouse,2015-10-01,424256,1.4141866666666667,315596,2,7440,2278,0,2.8,4,9,1998,0,1,166805,144212,98105,True
2005-09-28,281188,1000336,Multiplex,2005-09-01,287866,0.9595533333333334,293040,1,7178,1141,0,3.5,4,5,1966,0,0,165577,292853,98004,False
2020-04-20,518395,1000337,Multiplex,2020-04-01,558029,1.8600966666666667,278692,3,11160,2967,600,1.5,3,8,1955,0,0,197120,388963,98004,False
2012-05-19,382526,1000338,Townhouse,2012-05-01,395474,1.3182466666666666,290177,1,4269,2268,0,2.8,2,8,1949,0,0,117960,255878,98105,False
2011-05-27,358274,1000339,Multiplex,2011-05-01,343652,1.1455066666666667,312764,1,5212,2258,600,2.8,3,9,2015,0,0,218976,179446,98003,False
2016-12-21,482344,1000340,Condo,2016-12-01,496777,1.6559233333333334,291284,1,10608,2092,600,1.5,6,6,1961,2010,0,281972,311697,98101,False
2020-08-24,518234,1000341,Single Family,2020-08-01,529682,1.7656066666666668,293516,1,5713,1685,400,1.4,4,8,1955,0,0,216855,251622,98001,False
2019-04-25,492415,1000342,Single Family,2019-04-01,511447,1.7048233333333334,288836,1,10201,2274,0,3.9,5,8,1951,0,0,248539,350364,98102,False
2012-08-21,447817,1000343,Single Family,2012-08-01,399895,1.3329833333333334,335950,1,12598,2480,600,2.2,4,4,2014,0,1,265673,229173,98003,False
2014-06-23,455815,1000344,Single Family,2014-06-01,439495,1.4649833333333333,311140,1,6294,702,400,1.7,2,9,1990,1991,2,274189,238189,98001,False
2007-02-14,268634,1000345,Townhouse,2007-02-01,363702,1.21234,221583,2,9544,1668,0,1.5,3,11,1940,1990,0,312208,138319,98102,True
2014-07-09,404050,1000346,Single Family,2014-07-01,393792,1.31264,307814,1,4038,1896,0,3.0,1,8,1966,0,2,170047,313595,98002,False
2020-06-13,547556,1000347,Single Family,2020-06-01,556802,1.8560066666666666,295018,1,9764,2304,0,2.8,3,8,2006,0,2,156890,287127,98104,True
2014-11-30,436706,1000348,Single Family,2014-11-01,441853,1.4728433333333333,296505,1,8098,3054,0,2.9,2,4,1951,0,2,247007,204929,98002,False
2011-07-19,334880,1000349,Single Family,2011-07-01,376852,1.2561733333333334,266587,1,8919,1482,0,1.3,3,11,1969,0,2,242495,315503,98004,False
2024-08-27,666811,1000350,Condo,2024-08-01,647800,2.1593333333333335,308804,1,5563,1701,0,3.7,4,11,1948,0,0,246540,382165,98003,False
2023-03-31,632501,1000351,Single Family,2023-03-01,626430,2.0881,302907,1,2516,1689,0,2.2,5,8,1992,2016,0,313356,282754,98105,False
2010-04-09,379452,1000352,Condo,2010-04-01,337356,1.12452,337434,1,9009,1458,0,1.9,4,4,2000,0,1,200682,321453,98002,False
2017-02-16,521011,1000353,Townhouse,2017-02-01,515304,1.71768,303322,1,1309,1822,0,2.4,5,6,1993,0,1,225569,321864,98003,False
2014-10-04,440562,1000354,Multiplex,2014-10-01,395818,1.3193933333333334,333912,1,6547,2716,400,2.2,2,7,1976,0,2,141176,203653,98103,False
2019-05-05,532960,1000355,Single Family,2019-05-01,496796,1.6559866666666667,321838,4,10323,1256,600,3.6,1,10,2004,2001,2,328119,464526,98004,False
2019-10-23,566233,1000356,Multiplex,2019-10-01,514267,1.7142233333333334,330314,1,8075,2442,0,3.8,4,4,1981,0,1,179807,262332,98102,False
2015-10-05,477109,1000357,Multiplex,2015-10-01,482572,1.6085733333333334,296603,2,13345,738,0,1.9,3,4,1988,0,0,181507,352489,98003,False
2024-03-11,606809,1000358,Townhouse,2024-03-01,625889,2.0862966666666667,290854,1,10575,1650,0,3.6,3,8,1943,0,0,179195,361537,98001,False
2005-04-12,318995,1000359,Multiplex,2005-04-01,299361,0.99787,319675,1,5538,1836,400,3.3,3,4,2003,0,0,161306,288832,98102,True
2023-09-02,587816,1000360,Condo,2023-09-01,636386,2.1212866666666668,277103,1,7581,3439,400,3.8,3,9,2018,2000,1,156233,348543,98004,False
2006-04-29,327124,1000361,Multiplex,2006-04-01,305993,1.0199766666666668,320717,1,7357,1880,600,1.7,3,5,1990,0,1,168577,319665,98002,False
